id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
35290,580,[3|38934],[4|584769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|38934]|[4|584769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4900000,-1,389643,290,3,[117|40],5,20,1
35291,582,[3|39174],[4|588369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|39174]|[4|588369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5000000,-1,392043,291,3,[117|40],5,20,1
35292,584,[3|39462],[4|592689],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|39462]|[4|592689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5100000,-1,394923,292,3,[117|40],5,20,1
35293,586,[3|39750],[4|597009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|39750]|[4|597009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5200000,-1,397803,293,3,[117|40],5,20,1
35294,588,[3|40038],[4|601329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40038]|[4|601329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5300000,-1,400683,294,3,[117|40],5,20,1
35295,590,[3|40326],[4|605649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40326]|[4|605649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5400000,-1,403563,295,3,[117|40],5,20,1
35296,592,[3|40614],[4|609969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40614]|[4|609969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5500000,-1,406443,296,3,[117|40],5,20,1
35297,594,[3|40902],[4|614289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40902]|[4|614289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5600000,-1,409323,297,3,[117|40],5,20,1
35298,596,[3|41190],[4|618609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41190]|[4|618609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5700000,-1,412203,298,3,[117|40],5,20,1
35299,598,[3|41478],[4|622929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41478]|[4|622929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5800000,-1,415083,299,3,[117|40],5,20,1
35300,600,[3|41766],[4|627249],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41766]|[4|627249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5900000,-1,417963,300,3,[117|40],5,20,1
35301,602,[3|42054],[4|631569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42054]|[4|631569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6000000,-1,420843,301,3,[117|40],5,20,1
35302,604,[3|42342],[4|635889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42342]|[4|635889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6100000,-1,423723,302,3,[117|40],5,20,1
35303,606,[3|42630],[4|640209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42630]|[4|640209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6200000,-1,426603,303,3,[117|40],5,20,1
35304,608,[3|42918],[4|644529],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42918]|[4|644529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6300000,-1,429483,304,3,[117|40],5,20,1
35305,610,[3|43206],[4|648849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|43206]|[4|648849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6400000,-1,432363,305,3,[117|40],5,20,1
35306,612,[3|43494],[4|653169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|43494]|[4|653169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6500000,-1,435243,306,3,[117|40],5,20,1
35307,614,[3|43782],[4|657489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|43782]|[4|657489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6600000,-1,438123,307,3,[117|40],5,20,1
35308,616,[3|44070],[4|661809],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44070]|[4|661809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6700000,-1,441003,308,3,[117|40],5,20,1
35309,618,[3|44358],[4|666129],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44358]|[4|666129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6800000,-1,443883,309,3,[117|40],5,20,1
35310,620,[3|44646],[4|670449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44646]|[4|670449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6900000,-1,446763,310,3,[117|40],5,20,1
35311,622,[3|44934],[4|674769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44934]|[4|674769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7000000,-1,449643,311,3,[117|40],5,20,1
35312,624,[3|45222],[4|679089],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45222]|[4|679089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7100000,-1,452523,312,3,[117|40],5,20,1
35313,626,[3|45510],[4|683409],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45510]|[4|683409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7200000,-1,455403,313,3,[117|40],5,20,1
35314,628,[3|45798],[4|687729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45798]|[4|687729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7300000,-1,458283,314,3,[117|40],5,20,1
35315,630,[3|46086],[4|692049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46086]|[4|692049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7400000,-1,461163,315,3,[117|40],5,20,1
35316,632,[3|46374],[4|696369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46374]|[4|696369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7500000,-1,464043,316,3,[117|40],5,20,1
35317,634,[3|46662],[4|700689],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46662]|[4|700689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7600000,-1,466923,317,3,[117|40],5,20,1
35318,636,[3|46950],[4|705009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46950]|[4|705009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7700000,-1,469803,318,3,[117|40],5,20,1
35319,638,[3|47238],[4|709329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47238]|[4|709329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7800000,-1,472683,319,3,[117|40],5,20,1
35320,640,[3|47526],[4|713649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47526]|[4|713649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7900000,-1,475563,320,3,[117|40],5,20,1
35321,642,[3|47814],[4|717969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47814]|[4|717969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8000000,-1,478443,321,3,[117|40],5,20,1
35322,644,[3|48102],[4|722289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48102]|[4|722289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8100000,-1,481323,322,3,[117|40],5,20,1
35323,646,[3|48390],[4|726609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48390]|[4|726609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8200000,-1,484203,323,3,[117|40],5,20,1
35324,648,[3|48678],[4|730929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48678]|[4|730929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8300000,-1,487083,324,3,[117|40],5,20,1
35325,650,[3|48966],[4|735249],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48966]|[4|735249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8400000,-1,489963,325,3,[117|40],5,20,1
35326,652,[3|49254],[4|739569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49254]|[4|739569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8500000,-1,492843,326,3,[117|40],5,20,1
35327,654,[3|49542],[4|743889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49542]|[4|743889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8600000,-1,495723,327,3,[117|40],5,20,1
35328,656,[3|49830],[4|748209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49830]|[4|748209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8700000,-1,498603,328,3,[117|40],5,20,1
35329,658,[3|50118],[4|752529],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50118]|[4|752529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8800000,-1,501483,329,3,[117|40],5,20,1
35330,660,[3|50406],[4|756849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50406]|[4|756849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8900000,-1,504363,330,3,[117|40],5,20,1
35331,662,[3|50694],[4|761169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50694]|[4|761169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9000000,-1,507243,331,3,[117|40],5,20,1
35332,664,[3|50982],[4|765489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50982]|[4|765489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9100000,-1,510123,332,3,[117|40],5,20,1
35333,666,[3|51270],[4|769809],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51270]|[4|769809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9200000,-1,513003,333,3,[117|40],5,20,1
35334,668,[3|51558],[4|774129],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51558]|[4|774129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9300000,-1,515883,334,3,[117|40],5,20,1
35335,670,[3|51846],[4|778449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51846]|[4|778449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9400000,-1,518763,335,3,[117|40],5,20,1
35336,672,[3|52134],[4|782769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52134]|[4|782769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9500000,-1,521643,336,3,[117|40],5,20,1
35337,674,[3|52422],[4|787089],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52422]|[4|787089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9600000,-1,524523,337,3,[117|40],5,20,1
35338,676,[3|52710],[4|791409],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52710]|[4|791409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9700000,-1,527403,338,3,[117|40],5,20,1
35339,678,[3|52998],[4|795729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52998]|[4|795729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9800000,-1,530283,339,3,[117|40],5,20,1
35340,680,[3|53286],[4|800049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53286]|[4|800049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9900000,-1,533163,340,3,[117|40],5,20,1
35341,682,[3|53574],[4|804369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53574]|[4|804369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10000000,-1,536043,341,3,[117|40],5,20,1
35342,684,[3|53862],[4|808689],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53862]|[4|808689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10100000,-1,538923,342,3,[117|40],5,20,1
35343,686,[3|54150],[4|813009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54150]|[4|813009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10200000,-1,541803,343,3,[117|40],5,20,1
35344,688,[3|54438],[4|817329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54438]|[4|817329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10300000,-1,544683,344,3,[117|40],5,20,1
35345,690,[3|54726],[4|821649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54726]|[4|821649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10400000,-1,547563,345,3,[117|40],5,20,1
35346,692,[3|55014],[4|825969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55014]|[4|825969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10500000,-1,550443,346,3,[117|40],5,20,1
35347,694,[3|55302],[4|830289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55302]|[4|830289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10600000,-1,553323,347,3,[117|40],5,20,1
35348,696,[3|55590],[4|834609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55590]|[4|834609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10700000,-1,556203,348,3,[117|40],5,20,1
35349,698,[3|55878],[4|838929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55878]|[4|838929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,999999999,-1,559083,349,3,[117|40],5,20,1
36001,3,[3|381],[4|6635],[10|5000],[5|350],[57|0],[24|0],[1021|410],[[3|381]|[4|6635]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|410]],0,5,-1,4178,1,3,[117|1],6,1,1
36002,6,[3|388],[4|6743],[10|5000],[5|350],[57|0],[24|0],[1021|420],[[3|388]|[4|6743]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|420]],0,10,-1,4249,2,3,[117|1],6,1,1
36003,9,[3|395],[4|6851],[10|5000],[5|350],[57|0],[24|0],[1021|430],[[3|395]|[4|6851]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|430]],0,15,-1,4320,3,3,[117|1],6,1,1
36004,12,[3|402],[4|6959],[10|5000],[5|350],[57|0],[24|0],[1021|440],[[3|402]|[4|6959]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|440]],0,20,-1,4391,4,3,[117|1],6,1,1
36005,15,[3|409],[4|7067],[10|5000],[5|350],[57|0],[24|0],[1021|450],[[3|409]|[4|7067]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|450]],0,25,-1,4462,5,3,[117|1],6,1,1
36006,18,[3|417],[4|7175],[10|5000],[5|350],[57|0],[24|0],[1021|460],[[3|417]|[4|7175]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|460]],0,30,-1,4538,6,3,[117|1],6,1,1
36007,21,[3|424],[4|7283],[10|5000],[5|350],[57|0],[24|0],[1021|470],[[3|424]|[4|7283]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|470]],0,35,-1,4609,7,3,[117|1],6,1,1
36008,24,[3|431],[4|7391],[10|5000],[5|350],[57|0],[24|0],[1021|480],[[3|431]|[4|7391]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|480]],0,40,-1,4680,8,3,[117|1],6,1,1
36009,27,[3|438],[4|7499],[10|5000],[5|350],[57|0],[24|0],[1021|490],[[3|438]|[4|7499]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|490]],0,45,-1,4751,9,3,[117|1],6,1,1
36010,30,[3|445],[4|7607],[10|5000],[5|350],[57|0],[24|0],[1021|500],[[3|445]|[4|7607]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|500]],0,50,-1,4822,10,3,[117|1],6,1,1
36011,33,[3|453],[4|7715],[10|5000],[5|350],[57|0],[24|0],[1021|510],[[3|453]|[4|7715]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|510]],0,60,-1,4898,11,3,[117|1],6,1,1
36012,36,[3|460],[4|7823],[10|5000],[5|350],[57|0],[24|0],[1021|520],[[3|460]|[4|7823]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|520]],0,60,-1,4969,12,3,[117|1],6,1,1
36013,39,[3|467],[4|7931],[10|5000],[5|350],[57|0],[24|0],[1021|530],[[3|467]|[4|7931]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|530]],0,60,-1,5040,13,3,[117|1],6,1,1
36014,42,[3|474],[4|8039],[10|5000],[5|350],[57|0],[24|0],[1021|540],[[3|474]|[4|8039]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|540]],0,60,-1,5111,14,3,[117|1],6,1,1
36015,45,[3|481],[4|8147],[10|5000],[5|350],[57|0],[24|0],[1021|550],[[3|481]|[4|8147]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|550]],0,70,-1,5182,15,3,[117|2],6,1,1
36016,48,[3|489],[4|8255],[10|5000],[5|350],[57|0],[24|0],[1021|560],[[3|489]|[4|8255]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|560]],0,70,-1,5258,16,3,[117|2],6,1,1
36017,51,[3|496],[4|8363],[10|5000],[5|350],[57|0],[24|0],[1021|570],[[3|496]|[4|8363]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|570]],0,70,-1,5329,17,3,[117|2],6,1,1
36018,54,[3|503],[4|8471],[10|5000],[5|350],[57|0],[24|0],[1021|580],[[3|503]|[4|8471]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|580]],0,80,-1,5400,18,3,[117|2],6,1,1
36019,57,[3|510],[4|8579],[10|5000],[5|350],[57|0],[24|0],[1021|590],[[3|510]|[4|8579]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|590]],0,80,-1,5471,19,3,[117|2],6,1,1
36020,60,[3|517],[4|8687],[10|5000],[5|350],[57|0],[24|0],[1021|600],[[3|517]|[4|8687]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|600]],0,80,-1,5542,20,3,[117|3],6,2,1
36021,63,[3|525],[4|8795],[10|5000],[5|350],[57|0],[24|0],[1021|610],[[3|525]|[4|8795]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|610]],0,90,-1,5618,21,3,[117|3],6,2,1
36022,66,[3|532],[4|8903],[10|5000],[5|350],[57|0],[24|0],[1021|620],[[3|532]|[4|8903]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|620]],0,90,-1,5689,22,3,[117|3],6,2,1
36023,69,[3|539],[4|9011],[10|5000],[5|350],[57|0],[24|0],[1021|630],[[3|539]|[4|9011]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|630]],0,100,-1,5760,23,3,[117|3],6,2,1
36024,72,[3|546],[4|9119],[10|5000],[5|350],[57|0],[24|0],[1021|640],[[3|546]|[4|9119]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|640]],0,100,-1,5831,24,3,[117|3],6,2,1
36025,75,[3|553],[4|9227],[10|5000],[5|350],[57|0],[24|0],[1021|650],[[3|553]|[4|9227]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|650]],0,110,-1,5902,25,3,[117|4],6,2,1
36026,78,[3|561],[4|9335],[10|5000],[5|350],[57|0],[24|0],[1021|660],[[3|561]|[4|9335]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|660]],0,110,-1,5978,26,3,[117|4],6,2,1
36027,81,[3|568],[4|9443],[10|5000],[5|350],[57|0],[24|0],[1021|670],[[3|568]|[4|9443]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|670]],0,120,-1,6049,27,3,[117|4],6,2,1
36028,84,[3|575],[4|9551],[10|5000],[5|350],[57|0],[24|0],[1021|680],[[3|575]|[4|9551]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|680]],0,120,-1,6120,28,3,[117|4],6,2,1
36029,87,[3|582],[4|9659],[10|5000],[5|350],[57|0],[24|0],[1021|690],[[3|582]|[4|9659]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|690]],0,130,-1,6191,29,3,[117|4],6,2,1
36030,90,[3|589],[4|9767],[10|5000],[5|350],[57|0],[24|0],[1021|700],[[3|589]|[4|9767]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|700]],0,140,-1,6262,30,3,[117|5],6,3,1
36031,93,[3|602],[4|9961],[10|5000],[5|350],[57|0],[24|0],[1021|710],[[3|602]|[4|9961]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|710]],0,150,-1,6392,31,3,[117|5],6,3,1
36032,96,[3|615],[4|10155],[10|5000],[5|350],[57|0],[24|0],[1021|720],[[3|615]|[4|10155]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|720]],0,170,-1,6522,32,3,[117|5],6,3,1
36033,99,[3|628],[4|10350],[10|5000],[5|350],[57|0],[24|0],[1021|730],[[3|628]|[4|10350]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|730]],0,190,-1,6652,33,3,[117|5],6,3,1
36034,102,[3|641],[4|10544],[10|5000],[5|350],[57|0],[24|0],[1021|740],[[3|641]|[4|10544]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|740]],0,210,-1,6781,34,3,[117|5],6,3,1
36035,105,[3|654],[4|10739],[10|5000],[5|350],[57|0],[24|0],[1021|750],[[3|654]|[4|10739]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|750]],0,230,-1,6911,35,3,[117|6],6,3,1
36036,108,[3|667],[4|10933],[10|5000],[5|350],[57|0],[24|0],[1021|760],[[3|667]|[4|10933]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|760]],0,250,-1,7041,36,3,[117|6],6,3,1
36037,111,[3|680],[4|11127],[10|5000],[5|350],[57|0],[24|0],[1021|770],[[3|680]|[4|11127]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|770]],0,270,-1,7170,37,3,[117|6],6,3,1
36038,114,[3|693],[4|11322],[10|5000],[5|350],[57|0],[24|0],[1021|780],[[3|693]|[4|11322]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|780]],0,290,-1,7300,38,3,[117|6],6,3,1
36039,117,[3|706],[4|11516],[10|5000],[5|350],[57|0],[24|0],[1021|790],[[3|706]|[4|11516]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|790]],0,310,-1,7430,39,3,[117|6],6,3,1
36040,120,[3|719],[4|11711],[10|5000],[5|350],[57|0],[24|0],[1021|800],[[3|719]|[4|11711]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|800]],0,400,-1,7560,40,3,[117|7],6,3,1
36041,123,[3|732],[4|11905],[10|5000],[5|350],[57|0],[24|0],[1021|810],[[3|732]|[4|11905]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|810]],0,400,-1,7690,41,3,[117|7],6,3,1
36042,126,[3|745],[4|12099],[10|5000],[5|350],[57|0],[24|0],[1021|820],[[3|745]|[4|12099]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|820]],0,400,-1,7819,42,3,[117|7],6,3,1
36043,129,[3|758],[4|12294],[10|5000],[5|350],[57|0],[24|0],[1021|830],[[3|758]|[4|12294]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|830]],0,500,-1,7949,43,3,[117|7],6,3,1
36044,132,[3|771],[4|12488],[10|5000],[5|350],[57|0],[24|0],[1021|840],[[3|771]|[4|12488]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|840]],0,500,-1,8079,44,3,[117|7],6,3,1
36045,135,[3|784],[4|12683],[10|5000],[5|350],[57|0],[24|0],[1021|850],[[3|784]|[4|12683]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|850]],0,500,-1,8209,45,3,[117|8],6,3,1
36046,138,[3|797],[4|12877],[10|5000],[5|350],[57|0],[24|0],[1021|860],[[3|797]|[4|12877]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|860]],0,600,-1,8338,46,3,[117|8],6,3,1
36047,141,[3|810],[4|13071],[10|5000],[5|350],[57|0],[24|0],[1021|870],[[3|810]|[4|13071]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|870]],0,700,-1,8468,47,3,[117|8],6,3,1
36048,144,[3|823],[4|13266],[10|5000],[5|350],[57|0],[24|0],[1021|880],[[3|823]|[4|13266]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|880]],0,800,-1,8598,48,3,[117|8],6,3,1
36049,147,[3|836],[4|13460],[10|5000],[5|350],[57|0],[24|0],[1021|890],[[3|836]|[4|13460]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|890]],0,900,-1,8728,49,3,[117|8],6,3,1
36050,150,[3|849],[4|13655],[10|5000],[5|350],[57|0],[24|0],[1021|900],[[3|849]|[4|13655]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|900]],0,1000,-1,8858,50,3,[117|9],6,4,1
36051,153,[3|868],[4|13946],[10|5000],[5|350],[57|0],[24|0],[1021|910],[[3|868]|[4|13946]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|910]],0,1100,-1,9050,51,3,[117|9],6,4,1
36052,156,[3|887],[4|14238],[10|5000],[5|350],[57|0],[24|0],[1021|920],[[3|887]|[4|14238]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|920]],0,1200,-1,9243,52,3,[117|9],6,4,1
36053,159,[3|907],[4|14529],[10|5000],[5|350],[57|0],[24|0],[1021|930],[[3|907]|[4|14529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|930]],0,1400,-1,9439,53,3,[117|9],6,4,1
36054,162,[3|926],[4|14821],[10|5000],[5|350],[57|0],[24|0],[1021|940],[[3|926]|[4|14821]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|940]],0,1600,-1,9632,54,3,[117|9],6,4,1
36055,165,[3|946],[4|15113],[10|5000],[5|350],[57|0],[24|0],[1021|950],[[3|946]|[4|15113]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|950]],0,1800,-1,9829,55,3,[117|10],6,4,1
36056,168,[3|965],[4|15404],[10|5000],[5|350],[57|0],[24|0],[1021|960],[[3|965]|[4|15404]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|960]],0,2000,-1,10021,56,3,[117|10],6,4,1
36057,171,[3|985],[4|15696],[10|5000],[5|350],[57|0],[24|0],[1021|970],[[3|985]|[4|15696]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|970]],0,2200,-1,10218,57,3,[117|10],6,4,1
36058,174,[3|1004],[4|15987],[10|5000],[5|350],[57|0],[24|0],[1021|980],[[3|1004]|[4|15987]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|980]],0,2400,-1,10410,58,3,[117|10],6,4,1
