id,attr_1,attr_2,attr_3,attr_4,attr_all_1,attr_all_2,attr_all_3,attr_all_4,attr_special_1,attr_special_2,attr_special_3,attr_special_4,attrAllList,attrList,attrSpecialList,breakCostArr,cost,fightforce,hero,hero_lv_max,hero_lv_max_new,hero_lv_min,hero_lv_min_new,level,player_lv_min
1004612,[3|1030],[4|6868],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[32|700],[31|400],[[103|500]|[104|700]],[[3|1030]|[4|6868]|[104|0]|[5|100]],[[19|600]|[18|500]|[32|700]|[31|400]],[[999|3|450000]],[999|3|450000],9698,10046,160,2100,160,2100,12,1
1004613,[3|1246],[4|8308],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[32|700],[31|700],[[103|600]|[104|700]],[[3|1246]|[4|8308]|[104|0]|[5|100]],[[19|600]|[18|600]|[32|700]|[31|700]],[[999|3|670000]],[999|3|670000],11310,10046,170,2200,170,2200,13,1
1004614,[3|1513],[4|10090],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[32|900],[31|700],[[103|600]|[104|700]],[[3|1513]|[4|10090]|[104|0]|[5|100]],[[19|700]|[18|600]|[32|900]|[31|700]],[[999|3|1000000]],[999|3|1000000],13382,10046,180,2300,180,2300,14,1
1004615,[3|1805],[4|12034],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[32|900],[31|900],[[103|700]|[104|700]],[[3|1805]|[4|12034]|[104|0]|[5|100]],[[19|700]|[18|700]|[32|900]|[31|900]],[[999|3|1500000]],[999|3|1500000],15458,10046,190,2400,190,2400,15,1
1004616,[3|2183],[4|14554],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[32|900],[31|950],[[103|1000]|[104|1000]],[[3|2183]|[4|14554]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|900]|[31|950]],[[999|3|2200000]],[999|3|2200000],18338,10046,200,2500,200,2500,16,1
1004617,[3|3047],[4|20314],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[32|950],[31|950],[[103|1030]|[104|1000]],[[3|3047]|[4|20314]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|950]],[[999|3|6500000]],[999|3|6500000],25250,10046,220,2600,220,2600,17,1
1004618,[3|4019],[4|26794],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[32|950],[31|1000],[[103|1030]|[104|1030]],[[3|4019]|[4|26794]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|1000]],[[999|3|10000000]],[999|3|10000000],33314,10046,240,2700,240,2700,18,1
1004619,[3|5099],[4|33994],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[32|1000],[31|1000],[[103|1050]|[104|1050]],[[3|5099]|[4|33994]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1000]|[31|1000]],[[999|3|10000000]],[999|3|10000000],41378,10046,265,2800,265,2800,19,1
1004620,[3|6179],[4|41194],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[32|1030],[31|1030],[[103|1070]|[104|1070]],[[3|6179]|[4|41194]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1030]|[31|1030]],[[999|3|10000000]],[999|3|10000000],49442,10046,280,2900,99999,2901,20,1
1503901,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,15039,20,1000,20,1000,1,1
1503902,[3|18],[4|270],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|18]|[4|270]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],342,15039,30,1100,30,1100,2,1
1503903,[3|41],[4|621],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|41]|[4|621]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],785,15039,50,1200,50,1200,3,1
1503904,[3|70],[4|1053],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|70]|[4|1053]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],1333,15039,70,1300,70,1300,4,1
1503905,[3|104],[4|1566],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|104]|[4|1566]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],1982,15039,90,1400,90,1400,5,1
1503906,[3|144],[4|2160],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|144]|[4|2160]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],2736,15039,100,1500,100,1500,6,1
1503907,[3|183],[4|2754],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|183]|[4|2754]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],3486,15039,110,1600,110,1600,7,1
1503908,[3|230],[4|3456],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|230]|[4|3456]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],4376,15039,120,1700,120,1700,8,1
1503909,[3|284],[4|4266],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|284]|[4|4266]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],5266,15039,130,1800,130,1800,9,1
1503910,[3|368],[4|5526],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[28|400],[27|400],[[103|400]|[104|700]],[[3|368]|[4|5526]|[104|0]|[5|100]],[[19|500]|[18|400]|[28|400]|[27|400]],[[999|3|150000]],[999|3|150000],6634,15039,140,1900,140,1900,10,1
1503911,[3|464],[4|6966],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[28|400],[27|400],[[103|500]|[104|700]],[[3|464]|[4|6966]|[104|0]|[5|100]],[[19|500]|[18|500]|[28|400]|[27|400]],[[999|3|270000]],[999|3|270000],8002,15039,150,2000,150,2000,11,1
1503912,[3|572],[4|8586],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[28|700],[27|400],[[103|500]|[104|700]],[[3|572]|[4|8586]|[104|0]|[5|100]],[[19|600]|[18|500]|[28|700]|[27|400]],[[999|3|450000]],[999|3|450000],9598,15039,160,2100,160,2100,12,1
1503913,[3|692],[4|10386],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[28|700],[27|700],[[103|600]|[104|700]],[[3|692]|[4|10386]|[104|0]|[5|100]],[[19|600]|[18|600]|[28|700]|[27|700]],[[999|3|670000]],[999|3|670000],11194,15039,170,2200,170,2200,13,1
1503914,[3|840],[4|12613],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[28|900],[27|700],[[103|600]|[104|700]],[[3|840]|[4|12613]|[104|0]|[5|100]],[[19|700]|[18|600]|[28|900]|[27|700]],[[999|3|1000000]],[999|3|1000000],13246,15039,180,2300,180,2300,14,1
1503915,[3|1002],[4|15043],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[28|900],[27|900],[[103|700]|[104|700]],[[3|1002]|[4|15043]|[104|0]|[5|100]],[[19|700]|[18|700]|[28|900]|[27|900]],[[999|3|1500000]],[999|3|1500000],15298,15039,190,2400,190,2400,15,1
1503916,[3|1212],[4|18193],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[28|900],[27|950],[[103|1000]|[104|1000]],[[3|1212]|[4|18193]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|900]|[27|950]],[[999|3|2200000]],[999|3|2200000],18148,15039,200,2500,200,2500,16,1
1503917,[3|1692],[4|25393],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[28|950],[27|950],[[103|1030]|[104|1000]],[[3|1692]|[4|25393]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|950]],[[999|3|6500000]],[999|3|6500000],24988,15039,220,2600,220,2600,17,1
1503918,[3|2232],[4|33493],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[28|950],[27|1000],[[103|1030]|[104|1030]],[[3|2232]|[4|33493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|1000]],[[999|3|10000000]],[999|3|10000000],32968,15039,240,2700,240,2700,18,1
1503919,[3|2832],[4|42493],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[28|1000],[27|1000],[[103|1050]|[104|1050]],[[3|2832]|[4|42493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1000]|[27|1000]],[[999|3|10000000]],[999|3|10000000],40948,15039,265,2800,265,2800,19,1
1503920,[3|3432],[4|51493],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[28|1030],[27|1030],[[103|1070]|[104|1070]],[[3|3432]|[4|51493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1030]|[27|1030]],[[999|3|10000000]],[999|3|10000000],48928,15039,280,2900,99999,2901,20,1
1503201,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[32|0],[31|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[32|0]|[31|0]],[[999|3|450]],[999|3|450],0,15032,20,1000,20,1000,1,1
1503202,[3|18],[4|270],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[32|0],[31|0],[[103|0]|[104|200]],[[3|18]|[4|270]|[104|0]|[5|100]],[[19|100]|[18|0]|[32|0]|[31|0]],[[999|3|600]],[999|3|600],342,15032,30,1100,30,1100,2,1
1503203,[3|41],[4|621],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[32|0],[31|0],[[103|100]|[104|200]],[[3|41]|[4|621]|[104|0]|[5|100]],[[19|100]|[18|100]|[32|0]|[31|0]],[[999|3|3600]],[999|3|3600],785,15032,50,1200,50,1200,3,1
1503204,[3|70],[4|1053],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[32|200],[31|0],[[103|100]|[104|200]],[[3|70]|[4|1053]|[104|0]|[5|100]],[[19|200]|[18|100]|[32|200]|[31|0]],[[999|3|8600]],[999|3|8600],1333,15032,70,1300,70,1300,4,1
1503205,[3|104],[4|1566],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[32|200],[31|200],[[103|200]|[104|200]],[[3|104]|[4|1566]|[104|0]|[5|100]],[[19|200]|[18|200]|[32|200]|[31|200]],[[999|3|18000]],[999|3|18000],1982,15032,90,1400,90,1400,5,1
1503206,[3|144],[4|2160],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[32|200],[31|200],[[103|200]|[104|400]],[[3|144]|[4|2160]|[104|0]|[5|100]],[[19|300]|[18|200]|[32|200]|[31|200]],[[999|3|27000]],[999|3|27000],2736,15032,100,1500,100,1500,6,1
1503207,[3|183],[4|2754],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[32|200],[31|200],[[103|300]|[104|400]],[[3|183]|[4|2754]|[104|0]|[5|100]],[[19|300]|[18|300]|[32|200]|[31|200]],[[999|3|36000]],[999|3|36000],3486,15032,110,1600,110,1600,7,1
1503208,[3|230],[4|3456],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[32|400],[31|200],[[103|300]|[104|400]],[[3|230]|[4|3456]|[104|0]|[5|100]],[[19|400]|[18|300]|[32|400]|[31|200]],[[999|3|55000]],[999|3|55000],4376,15032,120,1700,120,1700,8,1
1503209,[3|284],[4|4266],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[32|400],[31|400],[[103|400]|[104|400]],[[3|284]|[4|4266]|[104|0]|[5|100]],[[19|400]|[18|400]|[32|400]|[31|400]],[[999|3|88000]],[999|3|88000],5266,15032,130,1800,130,1800,9,1
1503210,[3|368],[4|5526],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[32|400],[31|400],[[103|400]|[104|700]],[[3|368]|[4|5526]|[104|0]|[5|100]],[[19|500]|[18|400]|[32|400]|[31|400]],[[999|3|150000]],[999|3|150000],6634,15032,140,1900,140,1900,10,1
1503211,[3|464],[4|6966],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[32|400],[31|400],[[103|500]|[104|700]],[[3|464]|[4|6966]|[104|0]|[5|100]],[[19|500]|[18|500]|[32|400]|[31|400]],[[999|3|270000]],[999|3|270000],8002,15032,150,2000,150,2000,11,1
1503212,[3|572],[4|8586],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[32|700],[31|400],[[103|500]|[104|700]],[[3|572]|[4|8586]|[104|0]|[5|100]],[[19|600]|[18|500]|[32|700]|[31|400]],[[999|3|450000]],[999|3|450000],9598,15032,160,2100,160,2100,12,1
1503213,[3|692],[4|10386],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[32|700],[31|700],[[103|600]|[104|700]],[[3|692]|[4|10386]|[104|0]|[5|100]],[[19|600]|[18|600]|[32|700]|[31|700]],[[999|3|670000]],[999|3|670000],11194,15032,170,2200,170,2200,13,1
1503214,[3|840],[4|12613],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[32|900],[31|700],[[103|600]|[104|700]],[[3|840]|[4|12613]|[104|0]|[5|100]],[[19|700]|[18|600]|[32|900]|[31|700]],[[999|3|1000000]],[999|3|1000000],13246,15032,180,2300,180,2300,14,1
1503215,[3|1002],[4|15043],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[32|900],[31|900],[[103|700]|[104|700]],[[3|1002]|[4|15043]|[104|0]|[5|100]],[[19|700]|[18|700]|[32|900]|[31|900]],[[999|3|1500000]],[999|3|1500000],15298,15032,190,2400,190,2400,15,1
1503216,[3|1212],[4|18193],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[32|900],[31|950],[[103|1000]|[104|1000]],[[3|1212]|[4|18193]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|900]|[31|950]],[[999|3|2200000]],[999|3|2200000],18148,15032,200,2500,200,2500,16,1
1503217,[3|1692],[4|25393],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[32|950],[31|950],[[103|1030]|[104|1000]],[[3|1692]|[4|25393]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|950]],[[999|3|6500000]],[999|3|6500000],24988,15032,220,2600,220,2600,17,1
1503218,[3|2232],[4|33493],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[32|950],[31|1000],[[103|1030]|[104|1030]],[[3|2232]|[4|33493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|1000]],[[999|3|10000000]],[999|3|10000000],32968,15032,240,2700,240,2700,18,1
1503219,[3|2832],[4|42493],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[32|1000],[31|1000],[[103|1050]|[104|1050]],[[3|2832]|[4|42493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1000]|[31|1000]],[[999|3|10000000]],[999|3|10000000],40948,15032,265,2800,265,2800,19,1
1503220,[3|3432],[4|51493],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[32|1030],[31|1030],[[103|1070]|[104|1070]],[[3|3432]|[4|51493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1030]|[31|1030]],[[999|3|10000000]],[999|3|10000000],48928,15032,280,2900,99999,2901,20,1
1503301,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[32|0],[31|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[32|0]|[31|0]],[[999|3|450]],[999|3|450],0,15033,20,1000,20,1000,1,1
1503302,[3|32],[4|216],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[32|0],[31|0],[[103|0]|[104|200]],[[3|32]|[4|216]|[104|0]|[5|100]],[[19|100]|[18|0]|[32|0]|[31|0]],[[999|3|600]],[999|3|600],344,15033,30,1100,30,1100,2,1
1503303,[3|74],[4|496],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[32|0],[31|0],[[103|100]|[104|200]],[[3|74]|[4|496]|[104|0]|[5|100]],[[19|100]|[18|100]|[32|0]|[31|0]],[[999|3|3600]],[999|3|3600],792,15033,50,1200,50,1200,3,1
1503304,[3|126],[4|842],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[32|200],[31|0],[[103|100]|[104|200]],[[3|126]|[4|842]|[104|0]|[5|100]],[[19|200]|[18|100]|[32|200]|[31|0]],[[999|3|8600]],[999|3|8600],1346,15033,70,1300,70,1300,4,1
1503305,[3|187],[4|1252],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[32|200],[31|200],[[103|200]|[104|200]],[[3|187]|[4|1252]|[104|0]|[5|100]],[[19|200]|[18|200]|[32|200]|[31|200]],[[999|3|18000]],[999|3|18000],2000,15033,90,1400,90,1400,5,1
1503306,[3|259],[4|1728],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[32|200],[31|200],[[103|200]|[104|400]],[[3|259]|[4|1728]|[104|0]|[5|100]],[[19|300]|[18|200]|[32|200]|[31|200]],[[999|3|27000]],[999|3|27000],2764,15033,100,1500,100,1500,6,1
1503307,[3|330],[4|2203],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[32|200],[31|200],[[103|300]|[104|400]],[[3|330]|[4|2203]|[104|0]|[5|100]],[[19|300]|[18|300]|[32|200]|[31|200]],[[999|3|36000]],[999|3|36000],3523,15033,110,1600,110,1600,7,1
1503308,[3|414],[4|2764],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[32|400],[31|200],[[103|300]|[104|400]],[[3|414]|[4|2764]|[104|0]|[5|100]],[[19|400]|[18|300]|[32|400]|[31|200]],[[999|3|55000]],[999|3|55000],4420,15033,120,1700,120,1700,8,1
1503309,[3|511],[4|3412],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[32|400],[31|400],[[103|400]|[104|400]],[[3|511]|[4|3412]|[104|0]|[5|100]],[[19|400]|[18|400]|[32|400]|[31|400]],[[999|3|88000]],[999|3|88000],5318,15033,130,1800,130,1800,9,1
1503310,[3|663],[4|4420],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[32|400],[31|400],[[103|400]|[104|700]],[[3|663]|[4|4420]|[104|0]|[5|100]],[[19|500]|[18|400]|[32|400]|[31|400]],[[999|3|150000]],[999|3|150000],6702,15033,140,1900,140,1900,10,1
1503311,[3|835],[4|5572],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[32|400],[31|400],[[103|500]|[104|700]],[[3|835]|[4|5572]|[104|0]|[5|100]],[[19|500]|[18|500]|[32|400]|[31|400]],[[999|3|270000]],[999|3|270000],8086,15033,150,2000,150,2000,11,1
1503312,[3|1030],[4|6868],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[32|700],[31|400],[[103|500]|[104|700]],[[3|1030]|[4|6868]|[104|0]|[5|100]],[[19|600]|[18|500]|[32|700]|[31|400]],[[999|3|450000]],[999|3|450000],9698,15033,160,2100,160,2100,12,1
1503313,[3|1246],[4|8308],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[32|700],[31|700],[[103|600]|[104|700]],[[3|1246]|[4|8308]|[104|0]|[5|100]],[[19|600]|[18|600]|[32|700]|[31|700]],[[999|3|670000]],[999|3|670000],11310,15033,170,2200,170,2200,13,1
1503314,[3|1513],[4|10090],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[32|900],[31|700],[[103|600]|[104|700]],[[3|1513]|[4|10090]|[104|0]|[5|100]],[[19|700]|[18|600]|[32|900]|[31|700]],[[999|3|1000000]],[999|3|1000000],13382,15033,180,2300,180,2300,14,1
1503315,[3|1805],[4|12034],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[32|900],[31|900],[[103|700]|[104|700]],[[3|1805]|[4|12034]|[104|0]|[5|100]],[[19|700]|[18|700]|[32|900]|[31|900]],[[999|3|1500000]],[999|3|1500000],15458,15033,190,2400,190,2400,15,1
1503316,[3|2183],[4|14554],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[32|900],[31|950],[[103|1000]|[104|1000]],[[3|2183]|[4|14554]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|900]|[31|950]],[[999|3|2200000]],[999|3|2200000],18338,15033,200,2500,200,2500,16,1
1503317,[3|3047],[4|20314],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[32|950],[31|950],[[103|1030]|[104|1000]],[[3|3047]|[4|20314]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|950]],[[999|3|6500000]],[999|3|6500000],25250,15033,220,2600,220,2600,17,1
1503318,[3|4019],[4|26794],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[32|950],[31|1000],[[103|1030]|[104|1030]],[[3|4019]|[4|26794]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|1000]],[[999|3|10000000]],[999|3|10000000],33314,15033,240,2700,240,2700,18,1
1503319,[3|5099],[4|33994],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[32|1000],[31|1000],[[103|1050]|[104|1050]],[[3|5099]|[4|33994]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1000]|[31|1000]],[[999|3|10000000]],[999|3|10000000],41378,15033,265,2800,265,2800,19,1
1503320,[3|6179],[4|41194],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[32|1030],[31|1030],[[103|1070]|[104|1070]],[[3|6179]|[4|41194]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1030]|[31|1030]],[[999|3|10000000]],[999|3|10000000],49442,15033,280,2900,99999,2901,20,1
1004701,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,10047,20,1000,20,1000,1,1
1004702,[3|32],[4|216],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|32]|[4|216]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],344,10047,30,1100,30,1100,2,1
1004703,[3|74],[4|496],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|74]|[4|496]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],792,10047,50,1200,50,1200,3,1
1004704,[3|126],[4|842],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|126]|[4|842]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],1346,10047,70,1300,70,1300,4,1
1004705,[3|187],[4|1252],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|187]|[4|1252]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],2000,10047,90,1400,90,1400,5,1
1004706,[3|259],[4|1728],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|259]|[4|1728]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],2764,10047,100,1500,100,1500,6,1
1004707,[3|330],[4|2203],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|330]|[4|2203]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],3523,10047,110,1600,110,1600,7,1
1004708,[3|414],[4|2764],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|414]|[4|2764]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],4420,10047,120,1700,120,1700,8,1
1004709,[3|511],[4|3412],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|511]|[4|3412]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],5318,10047,130,1800,130,1800,9,1
1004710,[3|663],[4|4420],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[28|400],[27|400],[[103|400]|[104|700]],[[3|663]|[4|4420]|[104|0]|[5|100]],[[19|500]|[18|400]|[28|400]|[27|400]],[[999|3|150000]],[999|3|150000],6702,10047,140,1900,140,1900,10,1
1004711,[3|835],[4|5572],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[28|400],[27|400],[[103|500]|[104|700]],[[3|835]|[4|5572]|[104|0]|[5|100]],[[19|500]|[18|500]|[28|400]|[27|400]],[[999|3|270000]],[999|3|270000],8086,10047,150,2000,150,2000,11,1
1004712,[3|1030],[4|6868],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[28|700],[27|400],[[103|500]|[104|700]],[[3|1030]|[4|6868]|[104|0]|[5|100]],[[19|600]|[18|500]|[28|700]|[27|400]],[[999|3|450000]],[999|3|450000],9698,10047,160,2100,160,2100,12,1
1004713,[3|1246],[4|8308],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[28|700],[27|700],[[103|600]|[104|700]],[[3|1246]|[4|8308]|[104|0]|[5|100]],[[19|600]|[18|600]|[28|700]|[27|700]],[[999|3|670000]],[999|3|670000],11310,10047,170,2200,170,2200,13,1
1004714,[3|1513],[4|10090],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[28|900],[27|700],[[103|600]|[104|700]],[[3|1513]|[4|10090]|[104|0]|[5|100]],[[19|700]|[18|600]|[28|900]|[27|700]],[[999|3|1000000]],[999|3|1000000],13382,10047,180,2300,180,2300,14,1
1004715,[3|1805],[4|12034],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[28|900],[27|900],[[103|700]|[104|700]],[[3|1805]|[4|12034]|[104|0]|[5|100]],[[19|700]|[18|700]|[28|900]|[27|900]],[[999|3|1500000]],[999|3|1500000],15458,10047,190,2400,190,2400,15,1
1004716,[3|2183],[4|14554],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[28|900],[27|950],[[103|1000]|[104|1000]],[[3|2183]|[4|14554]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|900]|[27|950]],[[999|3|2200000]],[999|3|2200000],18338,10047,200,2500,200,2500,16,1
